Timepoint,cued_E1_0,cued_E1_4,cued_E1_8,cued_E1_16,cued_E2_0,cued_E2_4,cued_E2_8,cued_E2_16,cued_E3_0,cued_E3_4,cued_E3_8,cued_E3_16,uncued_E1_0,uncued_E1_4,uncued_E1_8,uncued_E1_16,uncued_E2_0,uncued_E2_4,uncued_E2_8,uncued_E2_16,uncued_E3_0,uncued_E3_4,uncued_E3_8,uncued_E3_16
t142,3.7422393669327896,3.737905503363366,3.7546819370993774,3.8409330872989083,3.7688749345737724,3.812979806278642,3.8021203763003255,3.864294445011624,3.8781645013011654,3.9049943211542115,3.900699027664514,3.94529026726586,4.044826265333333,4.1056076190828925,3.7286954501587304,3.8141862542718252,3.8873629822272724,3.8739098656574535,3.768113546445222,3.885837399903763,3.925750027674185,3.9003102715578044,3.866830902006982,3.939155783366174
t143,3.7428659940726496,3.7364177730290287,3.75076263762307,3.8419375301175775,3.769724535160189,3.8123452237798907,3.8019595164988176,3.8649034078905893,3.879351919356717,3.9049136679684104,3.9012524348609596,3.9453071918045852,4.0421789695,4.104755576878307,3.725077039111111,3.8083821701488096,3.8857292845000004,3.873233072464397,3.7651743387272725,3.8847866237213764,3.9226346037587723,3.899576140751966,3.866306606645044,3.9392285336213106
t144,3.7422829181252917,3.736599250747571,3.754996359075811,3.8407524528972723,3.768381191049717,3.811296180214415,3.8042764612163174,3.863866841687488,3.878057320666342,3.903695351255736,3.902305346386867,3.9439157023856843,4.040761103333334,4.1092660366843035,3.729764221833334,3.8099222613095245,3.884508066227272,3.871521567722361,3.768339721584332,3.8830948350062484,3.922071461018797,3.898486878184916,3.8686048388597998,3.9369294729498643
t145,3.739949985053613,3.7348941803415783,3.7522302074007556,3.838538676390462,3.7681748947502873,3.8103695587405477,3.8038416276489415,3.8626824355308558,3.8773585071206234,3.9029368247411425,3.9013250288648713,3.942749770174153,4.0449598115,4.1088057100705475,3.7275031077222223,3.8019890931666667,3.887189390318182,3.8715879498760133,3.768595354639694,3.8799462415188932,3.9259817499830825,3.896625590178418,3.867167066598282,3.933174725694914
t146,3.7349817756959984,3.7324424521754365,3.7531596686109183,3.8384917368536824,3.764314805015889,3.8085826772933253,3.802289645777131,3.8618364376583765,3.874593940240886,3.9015858784752084,3.900298900902255,3.9418136000953146,4.041755353666668,4.104343895149912,3.7215959805714283,3.801356935053571,3.8846940589999996,3.8718699872160336,3.761633398520396,3.8762137084385415,3.9221594112794484,3.8974161914531615,3.8645285050908313,3.9304891795114245
t147,3.7331184286528747,3.7329676500644866,3.749205681656677,3.8361972891368774,3.76315997513768,3.8076401255512478,3.798967994569481,3.8596605541958247,3.8731015993062505,3.8997668595211734,3.8975991798380094,3.939730774297446,4.036299221333333,4.0994743887477965,3.725608870055555,3.80298033734127,3.8799488686363626,3.8659611494735,3.766226324231269,3.87732419210374,3.920290947152256,3.893060273137936,3.865950225991368,3.9310107332037605
t148,3.731833971810218,3.7275953588213384,3.74721423158683,3.8331761742368116,3.7583999273583464,3.804403230074352,3.79851099501012,3.8567690645830472,3.8691711139302596,3.896875715558089,3.8974929342321927,3.937091984826619,4.0367009896666675,4.097917251305114,3.7162002566587296,3.799140475400794,3.8805209500454545,3.864521308030858,3.7585145228852817,3.872350924224873,3.9162838432299503,3.890628394901114,3.8618545713089594,3.9269770910502073
t149,3.728854126208625,3.7249277316913085,3.74525941748226,3.831467989686576,3.7555180885531065,3.8017462705609963,3.7964654693190107,3.854841675178586,3.8655604911803847,3.8941549560936743,3.8945773728608954,3.9346812710224106,4.029010084666667,4.096459194479718,3.7138052156746033,3.7951545011964285,3.8728105859545456,3.8619856132161168,3.7571737483987677,3.8688495887072145,3.911695522491855,3.889360687139066,3.858812894529266,3.9242442405328974
t150,3.721762104648407,3.7204117843215547,3.7423260077015206,3.82873728461355,3.7526714018398417,3.798134598055408,3.793822969180069,3.8514990139655745,3.861836321661248,3.891033837659065,3.892028448486255,3.9310636143480826,4.02219036,4.092218212169312,3.716212054865079,3.7916283450119046,3.864995060818181,3.859253747254745,3.754992861045371,3.8683763641890265,3.9053410348753133,3.886837315409161,3.857499412882741,3.9224229343552146
t151,3.720045318210567,3.7132443049458397,3.74042032974088,3.8247286464649264,3.748884110446253,3.7921217054451253,3.790989416976749,3.8483430254220634,3.8583911166721117,3.8850196830635797,3.8895326432078705,3.9280526471567634,4.020133203666666,4.087673802310405,3.712356244285714,3.7890320050317463,3.864210089772727,3.856101233706321,3.7536876439868463,3.8630434924229307,3.902202132357142,3.8816289935905104,3.856179648376525,3.9165787024195233
t152,3.711965332594988,3.7126407263023395,3.735754167054597,3.8196813676069477,3.7417552613808844,3.790889688805965,3.78845881331734,3.844354224249044,3.852187627651322,3.8821174718826628,3.8872874839276355,3.924719901378785,4.024348595,4.079229730229276,3.7091406457460314,3.7843591459523807,3.864733514136364,3.8505035859591246,3.7492683634368134,3.857759741458404,3.899700655731203,3.8784947990149616,3.851075035751766,3.9124470846564514
t153,3.7055149934327893,3.7074351619421635,3.7322124693271754,3.8171954512770006,3.7362709223079245,3.7861760156737994,3.7835142851235317,3.8409452164582207,3.846129589259495,3.8777830347491857,3.881479007671037,3.921421455071985,4.013622970166667,4.0795462426102285,3.708555926333333,3.7785146440277777,3.856468057181819,3.847370935558441,3.74879336386372,3.8529599499976883,3.8948002305977445,3.8748044697319544,3.85210558751198,3.9097032364877213
t154,3.700635511006216,3.7032877973914724,3.729286811430748,3.813734441545543,3.730676700252522,3.7819545148971825,3.7813988221944586,3.8367523077635206,3.8402809328093794,3.8735178205270486,3.8791625621925627,3.916829191022747,4.003391472500001,4.074363016190477,3.7035388513015866,3.7780530142261908,3.8473625430454548,3.843467932392218,3.7444806151683316,3.8487972966580086,3.8837395203721803,3.8696375667766967,3.8470351060965924,3.904131326534949
t155,3.6980832816781275,3.6971625420957857,3.7244630430551795,3.80752755009883,3.7278767373042294,3.7773581183271703,3.777394152097707,3.8323575292366185,3.8360314691463975,3.8689089670335846,3.8754281015475116,3.9132071360715655,3.998222476,4.068582394708994,3.7000357647936513,3.7756504857281747,3.8424315161818186,3.8391474970924357,3.741055160760406,3.8460549630596264,3.878895746833333,3.8642990866337072,3.844061215435856,3.900339885534964
t156,3.691467934931235,3.6925766174901207,3.7204640815177625,3.8047320648683525,3.7220048636283165,3.7710792040143195,3.7734430347821237,3.8288809071532826,3.828820433402852,3.8627495967512813,3.8715515219244203,3.9087116452656665,4.0008123335,4.065326047601411,3.694690062984127,3.7717325019642858,3.8397062116818175,3.8353388941025086,3.73796685405636,3.8429077428205525,3.8748764109611527,3.8607890369338507,3.840997986700568,3.8968137513441037
t157,3.6856520370184542,3.6898228625377136,3.7206673096713097,3.801894664308043,3.715851763680638,3.7682201482640765,3.7714076855431684,3.825783568185453,3.8238124254053156,3.860070574013645,3.8685352443545646,3.9054479047195487,3.998957479833333,4.054895359365079,3.6929838280000005,3.770188790910715,3.840457840909091,3.8266497396423302,3.733621666227772,3.8387772149686783,3.875076990531955,3.851250910946816,3.8379882541990042,3.892577176060062
t158,3.675627739810217,3.683236620656917,3.7167508458136096,3.7981697153942733,3.707596765538347,3.762924506512568,3.7690236514389213,3.8228909016943873,3.8159985362380495,3.8541031048839214,3.8655409069067885,3.9025354689044383,3.988842439,4.053380341869488,3.6908658400873025,3.760951942176587,3.8293785358181816,3.8236533037510547,3.730695439331003,3.8339068943458896,3.8654869397387217,3.8479064287939537,3.834584203728954,3.8877524207895187
t159,3.67467649510373,3.6774156684216353,3.711608681348776,3.7927973643761677,3.7049439060530553,3.757857395366835,3.764677220067461,3.817168958811778,3.812527873673028,3.8496205561150396,3.862134484397316,3.896864089346984,3.9789550030000003,4.049351116472663,3.6931388168174606,3.759394328480158,3.8218912928636364,3.81886940012038,3.730151482166916,3.8296105376300367,3.858440110410401,3.842990459429694,3.832489634490705,3.8843935486121337
t160,3.666084796565657,3.673176543366529,3.7054543007498673,3.787598206599386,3.6974927543136027,3.752676098183629,3.760085203317461,3.813082969545335,3.8044738352254113,3.8433008884396287,3.8564200870874332,3.8934850551689606,3.9788068164999997,4.044469958324515,3.681808625753969,3.758648202825397,3.8203148813181818,3.8139736385372687,3.7251822385017483,3.828517336375252,3.8558320260300754,3.836850540037171,3.8291011301456073,3.8835057503441432
t161,3.6605748875031083,3.6684202743717607,3.701888317245649,3.787133992884158,3.6928423381893873,3.747815265588559,3.7569426784311126,3.8109488915493204,3.7997313506302235,3.838191849884989,3.8540458118036405,3.8911601081322074,3.9666088373333337,4.033031395097002,3.6780359780714287,3.7503523044642852,3.8127233023636364,3.8086404625912147,3.717084999999667,3.8212749227807876,3.8492188114160406,3.83302662527677,3.820889119008932,3.877594496793526
t162,3.6529020923255637,3.661721599420145,3.7012637199175367,3.783648578785276,3.6856369085238,3.7420614329342983,3.755758541787639,3.8085669365313812,3.791437893052783,3.832330425779811,3.8515314158190117,3.8884594435692206,3.9662776023333337,4.030881554726631,3.6766500564682536,3.7498123472718254,3.808132140590909,3.8022213686099455,3.71662157100358,3.82263105647241,3.842202655938597,3.827724444019514,3.8210416819016344,3.8764374491340456
t163,3.6501066249790215,3.6590276369028922,3.6989684718155393,3.7779411019193416,3.6811499829396603,3.738845414352568,3.7528743423705313,3.8036654793639477,3.7862710377973214,3.830304914930079,3.8480165543932836,3.883457088898065,3.955738843,4.024739535255732,3.676836594079365,3.7380664605198413,3.800897154863636,3.7939788875770617,3.718013137697136,3.8115808919858574,3.837287890586466,3.8191220819280938,3.82010085217304,3.8681764629441595
t164,3.644589489104118,3.65269427920527,3.6956534308985916,3.7776202339604894,3.6758828712480947,3.7342954429486803,3.750228325838782,3.8020300382674987,3.781122922607757,3.824664068653579,3.845482959540921,3.881019753223152,3.9554693139999997,4.023276809664903,3.6707687014523813,3.7401012794841266,3.797002807181818,3.794746860054834,3.7120722678031135,3.8108392286448067,3.8320120664392237,3.819973390545175,3.8162517877974054,3.865509132166847
t165,3.6368528856913374,3.653080809325059,3.691587258775768,3.7767868439866,3.670878792793295,3.7324685359025147,3.7464872477785143,3.802032675159979,3.7767890909425885,3.821610363601507,3.841435101425758,3.8807741155509836,3.9472687375,4.016828001657848,3.669129631642858,3.739665323515873,3.7907080717272725,3.7936626280490344,3.7104265690288876,3.808179173631564,3.8265042244699243,3.818074046972393,3.814684684967644,3.8623043011556653
t166,3.6372836245421523,3.6463472217474466,3.6881793100415043,3.771595357152907,3.6705904302581636,3.7254273534880626,3.743246036251171,3.7977248825768255,3.7757663235806986,3.815930485445102,3.8377766560993942,3.877932872898698,3.9525678155,4.015864241816577,3.665937004452381,3.7366130554980153,3.7937764174090916,3.7894342443204017,3.707760448659008,3.8079977498716966,3.8271684808859647,3.811215721211989,3.8109151914239185,3.8613830233077855
t167,3.6285747721066435,3.6423597578963807,3.6886638744417923,3.7726099514182776,3.6589928949545176,3.7242665857322117,3.7416976378899998,3.7978124007673437,3.764674392868333,3.8134521275039277,3.835743628342077,3.876882651971804,3.941871827000001,4.011612443615521,3.666631958111111,3.73606577475,3.7858175721818186,3.7867417636476297,3.70667637709091,3.8048964320874807,3.8210752542236848,3.8084904686745262,3.811669013918194,3.860221260494118
t168,3.6251752555320516,3.6389222351817656,3.6866868416803653,3.770130707783357,3.65413425948553,3.72064671018328,3.7406525193116913,3.795560339928992,3.760280714894185,3.8108055626759607,3.8345828030223403,3.874969140165651,3.9455516423333337,4.007960114232805,3.6637500238095235,3.732148046303571,3.786013510318181,3.7816872937971198,3.70416677321262,3.8009980531321816,3.8203047363477447,3.804575384746092,3.809625233899608,3.856153163675225
t169,3.6235679282867137,3.637306980335565,3.6857935818020486,3.767075167150588,3.6514426965358107,3.7194769034805533,3.7410276656901997,3.793644864133108,3.757357039442912,3.8089932878046797,3.8342297733701542,3.8721032057907294,3.935791037,4.007009796525573,3.6621841033650795,3.7355104932003975,3.776257186,3.7803226157271617,3.7036718426097233,3.8040211741449723,3.811626505998747,3.802408314434828,3.8076925887432074,3.8591153635105577
t170,3.6194313502346533,3.635376368549397,3.685150091030132,3.768917119808022,3.657369408805085,3.7158817799103168,3.7406317604252193,3.7936115285915557,3.75968743116668,3.8053067433478787,3.8347996460887708,3.873453613063468,3.9336701518333337,4.005179545820106,3.6637881296587302,3.7335217089603177,3.7762160531818183,3.777634608746226,3.7027423016471865,3.7985821781644242,3.811440099764412,3.801019009287706,3.805750751320695,3.85332813543841
t171,3.6156879855167054,3.6327956247916062,3.6803824202270734,3.768131948744036,3.6540860622572553,3.715287303111797,3.737726585530715,3.7935673019847753,3.758058913469681,3.8039998433295885,3.832504141353129,3.8721451270093525,3.9295335718333333,4.004698406313933,3.65930794415873,3.734709113218255,3.7727415720454536,3.781608565162643,3.7003287847059605,3.8007308567547744,3.8088997015682957,3.80051157579068,3.8054991108449827,3.8545111933208545
t172,3.612632877729021,3.632069096245611,3.680526357496756,3.767352451037957,3.6519079506254974,3.713160051961593,3.7367436611643767,3.7890177700661267,3.754682815963567,3.8018958260858993,3.8316337763004844,3.8685946276693954,3.9318321359999993,3.9957797360670195,3.656370103333334,3.73169265959127,3.773204800181818,3.7748884053807585,3.6991679454469697,3.797423640679008,3.8069694160689225,3.794937355916571,3.802020230026629,3.850266431676681
t173,3.6106870442393157,3.62927001723754,3.6822338232278957,3.7645299861914965,3.650826777957164,3.7109673329589716,3.7386892468600315,3.7918343132695944,3.752266146214217,3.799650684473556,3.8326014982316665,3.8706203717256167,3.9236971663333335,3.9996801044620804,3.658377865,3.7307160757063493,3.7659765560909086,3.7744831919895936,3.6979490856126374,3.796804052433939,3.7992062001240603,3.793362872498789,3.802230573355137,3.851219962882791
t174,3.60714260319289,3.628207184249029,3.682188659115016,3.7656239733763592,3.6464814242098926,3.709822375716717,3.73763016388697,3.7885245343889387,3.7493867416032307,3.7985783800478266,3.8310036334691815,3.868695606193357,3.9259878508333337,3.994004608500882,3.6642438835476185,3.7326780958373016,3.7661136466818186,3.7712861161123596,3.700689171341242,3.7980385840839945,3.800351874806391,3.790774384732468,3.8035944255457528,3.8517172520953777
t175,3.608517282881313,3.6292044152408542,3.6821068279154927,3.7640176400066756,3.647619715041148,3.7100435119037307,3.7367631201013536,3.7906954244164455,3.7486531791773117,3.7979838069321388,3.830754277096851,3.870792300406406,3.920331241666667,3.9925902539858904,3.661111421968254,3.727844019767857,3.76191998090909,3.772785998485348,3.699966629881035,3.797467330057452,3.795097794575188,3.7903896972312117,3.802100440250805,3.852037642992742
t176,3.606605171316628,3.632886913730451,3.6839491129626083,3.7662027769277087,3.645011817634765,3.7134845116164827,3.738150850472997,3.7919201925857458,3.7470040740887045,3.7998177923613503,3.8312479653644815,3.8711261809040303,3.918572473166666,3.9948920750088184,3.6586949975714282,3.7341224992599207,3.7596620895,3.7728868583882234,3.6992392392941227,3.8005525893466734,3.7933458426553885,3.7901268408543487,3.803738043584164,3.851900735524938
t177,3.607777449883644,3.6313234623962893,3.6827962001931853,3.76578308139975,3.6466668652281258,3.7116524733119185,3.737512389635511,3.7907040557929848,3.7466136003995887,3.7982157319118643,3.830245475277242,3.8705942336190153,3.9214850120000007,3.990971881040565,3.661942093150794,3.7321538208353173,3.7605622665909095,3.7663319682177,3.6987497770645192,3.796085467652876,3.7939776239924816,3.7871177785095425,3.8017041669768354,3.850594197723942
t178,3.6048762589425016,3.6319724695631614,3.6840167639105816,3.7699879644385854,3.6456619596509583,3.712397437276759,3.738143377551924,3.7943584676988955,3.7446414984284915,3.799164098196323,3.8314902136978923,3.872499283581342,3.9211830325,3.9904928123104053,3.66840437134127,3.738061634186508,3.7614304745,3.7679864929665334,3.702413114894939,3.80121612228781,3.7951349960557637,3.7873878745107183,3.803923988964989,3.8533206083084766
t179,3.603256761886752,3.6335194425938164,3.686317789868152,3.769348595910082,3.6425695278322947,3.712267906890348,3.739451069004204,3.7944420657747777,3.743122069757567,3.798922533259778,3.8324933386672284,3.872949151250304,3.920426515999999,3.993504242680776,3.667421821007937,3.7359579537242062,3.7614429245909093,3.7694144120665727,3.7020713510984846,3.8009032475679225,3.7954436232988726,3.785960936404942,3.8037603000635976,3.854002843224619
t180,3.6059840030703185,3.6332190064983565,3.687390858580539,3.7709551812243367,3.642911892330178,3.713328490645627,3.740367786881243,3.794936696672546,3.7432018076346636,3.799564356779542,3.833635338298433,3.8737213906454238,3.9199915868333335,3.992133851604938,3.6640037081349206,3.737980377595238,3.759885811590909,3.7689515324239373,3.701516615705544,3.802101414664081,3.7935607995895992,3.7874161674118256,3.80388347699981,3.8568865130610215
t181,3.6008888648444057,3.6303362896258156,3.6880182853743193,3.7714418557991705,3.6432398174426206,3.711606001690176,3.7424751189751375,3.7957804390166414,3.743685609841406,3.798837180320399,3.8359813117769606,3.873915918819693,3.9116242475,3.994934232469136,3.662458159452381,3.7360564138789685,3.7544328845909094,3.770358093212759,3.6987353897525805,3.8014335107802006,3.7895575475802006,3.7883299145151796,3.8019082909832074,3.8560394074700675
t182,3.601767824822622,3.634103016230033,3.68527561757715,3.7743295029757142,3.641453011566324,3.7138315586908996,3.740069596617224,3.7977471944119237,3.742828367092495,3.8006519898513083,3.8342384356766788,3.8767671286684853,3.919136191166667,3.991715592239858,3.663902010373016,3.7364298999642864,3.7603733464090907,3.7688111620381006,3.7032272380058275,3.804614818673327,3.7924952073721805,3.787183038536753,3.8062952495725724,3.8574297578282577
t183,3.598183189085082,3.637476040108308,3.691212665563615,3.777187723924522,3.6402300352292003,3.715564150839827,3.7440390089804167,3.8006973626149048,3.741405470059837,3.800902177580936,3.836814610491616,3.8784555621329027,3.9164781236666664,3.9940095935097,3.668555918293651,3.73640367471627,3.7589092483636364,3.7714363122082366,3.70623242853663,3.8011619972737263,3.7910985450482455,3.789299099728919,3.806336815123853,3.8558220961503658
t184,3.5975874747993126,3.6353632385083765,3.691868868625703,3.778610115433618,3.6399672199031485,3.7156571756369963,3.745409196434511,3.8024613957994817,3.7425661640326786,3.801335609536711,3.839401074482855,3.8794603805501824,3.922292031166667,3.994856600705468,3.6711169002698414,3.746778893166667,3.762897316454546,3.7716866457195586,3.706786291453713,3.809902859220114,3.7967876398013787,3.7896595035967335,3.8069083356563866,3.862880519975623
t185,3.6009316289797426,3.6382358612949743,3.694018810513076,3.7801800109734964,3.6419233392457473,3.7181912330844233,3.7483870814794655,3.8041534197381237,3.7421612608702786,3.803529429863832,3.841126448455318,3.8821626762496115,3.9173682785000006,3.9992849445855376,3.6728423330714284,3.748258813244047,3.7561949022727275,3.7737514896324513,3.7093956366575087,3.8104198149335367,3.788265394127193,3.7904725772208465,3.808963311744151,3.862809139049417
t186,3.6029281714003774,3.6416316852177184,3.696589945661293,3.784586616736893,3.643771726386091,3.7207651444337273,3.748020617027758,3.8063422894092405,3.744005785819472,3.8066738188738634,3.840475905678278,3.8843584148487116,3.922428124333334,4.000104093544973,3.674124325611112,3.752911591218254,3.7580581498636363,3.7766775774538237,3.7104515029896774,3.8142049160463456,3.7901488352863417,3.7934657074230707,3.8119409489862877,3.867659429363632
t187,3.6057169214444995,3.6444193230672197,3.6959686547811037,3.7874886340824254,3.6451186420731254,3.7232437730100045,3.7501036160386803,3.809468274717299,3.7448463772560614,3.8089269762648534,3.8435744284230737,3.8871518508615046,3.919342520333333,4.002917090405643,3.6755839616904766,3.752884947519841,3.759227877954545,3.7775416249165277,3.7128190843961875,3.813078395055121,3.7915832724010015,3.7935203363660994,3.8120068706889243,3.865894878331388
t188,3.606902711710012,3.6533615968811666,3.6995443015954566,3.7884649418648166,3.646745148781716,3.729208796675889,3.7531017123402144,3.810475854258083,3.7468342443261826,3.812370731472149,3.8456358289041126,3.8880995880597595,3.924565951500001,4.0036138683421525,3.6751966720634917,3.7545995585674605,3.7621409668636367,3.778064277470918,3.7111567960571934,3.8161305660244467,3.794227136493108,3.7962123298769135,3.8125826099850206,3.867840529128413
t189,3.6071285712798313,3.656105931939309,3.701699438054907,3.791056161377539,3.6467414982986623,3.7322844615219166,3.754178567771876,3.8137447548941004,3.7471154206107355,3.8153259783808506,3.8474749033333877,3.892002939717975,3.9235706625,4.006302003104056,3.6771578135158727,3.748227302248016,3.760218490409091,3.7805289194801035,3.7142846180843323,3.8150661257209655,3.7925519333565156,3.7968589575869354,3.8150725284481197,3.8679490910168113
t190,3.606770732366189,3.657069385600006,3.7034436768064536,3.7945011729500644,3.647388408285623,3.733796894556016,3.7544398780582875,3.816525094933612,3.7471800819781187,3.8159306682121765,3.8487043163505525,3.893568827048739,3.9267125633333335,4.008684866737214,3.6839807850873014,3.7556350662063487,3.764258029590909,3.7821616204650077,3.7196765665515317,3.8177501165525856,3.7967892190845864,3.797427783401173,3.819433734323654,3.871411405640901
t191,3.6110349356530698,3.661550481009204,3.707701067856624,3.7957086737872516,3.6511885722205646,3.737108004203688,3.7592455458625054,3.816564062221937,3.7508500541231355,3.8182265797643127,3.8518162648763665,3.894484476917339,3.925217238333334,4.015127838183421,3.6850652399285715,3.7548799082480158,3.7628894961818182,3.7874819940984294,3.7205479708158506,3.821968619873264,3.7962108005751873,3.8007364509096346,3.818454766372745,3.8757763356001087
t192,3.6138330708594744,3.663905562300897,3.7115995447168872,3.7974384028802297,3.650694084589511,3.7390924880391814,3.7628344294033993,3.8199237252649825,3.7508212443996465,3.8198596411049364,3.8548651104128195,3.8967803361311035,3.9368883231666665,4.016904678818343,3.6775044354404764,3.7608832977757936,3.771241817681818,3.7888696650992615,3.7150721669331497,3.8236479720472665,3.802837947474938,3.8036078534121125,3.8160242469692633,3.876607967206077
t193,3.612091441369409,3.665788416676783,3.711902377932467,3.7997719370023355,3.6531967808222108,3.742194690634436,3.763594857109563,3.8227974539689966,3.751781185961666,3.8218506401235346,3.856449734596999,3.8998133815980354,3.9297771425,4.019342604409172,3.678149054488096,3.7587933222142857,3.7663930662272724,3.790802904530802,3.71450723868956,3.823494271257487,3.8010348033721804,3.807087712055145,3.8165577948023204,3.8769892464878994
t194,3.613596505990953,3.6697756924782086,3.7160253476869407,3.804077315835676,3.6522438859372413,3.745003132832333,3.7675699119303743,3.8265473904969696,3.751459634422382,3.8256449784848114,3.8598868150646815,3.9034351292527596,3.9361689674999996,4.019936456507936,3.677662187797619,3.7593771488789685,3.771056223090909,3.790988005178099,3.7181683488690482,3.825275726230926,3.8024139673395987,3.8073753500691736,3.8195564857772886,3.8789847098277703
t195,3.608432259188811,3.6743830249499183,3.718797379174987,3.8083545113772517,3.6530855948012926,3.7470419920552644,3.7709430477959685,3.8299588777470275,3.753142471080475,3.8265960060708033,3.863426649897579,3.9063864559472017,3.9314022478333337,4.020607067477954,3.682937953333334,3.763149990017857,3.7691489757272727,3.7930021508130474,3.7208311261987177,3.8266175766169708,3.802173544073935,3.8092085933691053,3.822460770614916,3.8817370455778843
t196,3.608537061596958,3.678971198673998,3.7232103556486384,3.8170668574370863,3.6531464049457867,3.7508554274983523,3.7765511651937684,3.835555415607619,3.7548947413600677,3.8299140523678963,3.8669202002697913,3.911350855793478,3.931467218666666,4.022581444567901,3.68729752127381,3.7748012758650793,3.7697501169545453,3.7950778523977413,3.7239500460906596,3.834678810277899,3.8030698015401008,3.811981158235162,3.824997066734883,3.8876007717482124
t197,3.6109316237282165,3.681957154255373,3.725756715014095,3.817289168345879,3.6555379802169723,3.75364857010223,3.777925522449029,3.8383933969328865,3.7553848658285327,3.832691579382792,3.8693218175725272,3.9137113514196615,3.9365609764999996,4.027665645343915,3.690208093845238,3.7648590337341274,3.7740864211363636,3.7998985574914537,3.726653295166667,3.835426451919825,3.807186888477444,3.81601927167614,3.827854145190588,3.8875903704919743
t198,3.613561080144856,3.6836007430962816,3.727796552708323,3.823103881988806,3.6559216760340205,3.7564370364333763,3.779752251180296,3.84275552342208,3.7552917124538587,3.835381220232764,3.8706293946313877,3.917181421099064,3.940382458333333,4.033337921710758,3.684133442702381,3.7745764275734124,3.7771929188636357,3.8007402243672446,3.7231074159148347,3.8375295540952385,3.8097956247781952,3.8170321811097727,3.825765553924538,3.890599787466465
t199,3.6138372417390388,3.688169523821339,3.730921089544316,3.8238740395161996,3.6568402619433202,3.7594969447546993,3.7834154700720655,3.845062525628247,3.7576629463523474,3.839315991730757,3.8745438291830623,3.9211020189152928,3.940076934166666,4.03218528670194,3.689815506392857,3.7724250669484127,3.7760660660454546,3.801168833820429,3.7298812054239923,3.8393653917709942,3.8101082452919806,3.8161250027670306,3.830081488253996,3.8927948051574766
t200,3.6139339654717504,3.6905537594886524,3.731205660951967,3.828677198040954,3.6593583044706564,3.7614232879128893,3.7853400170423845,3.8473307142444506,3.760343609919714,3.8411665999138256,3.8730874179313055,3.922345103515652,3.944679864,4.0418913879717815,3.689987524642857,3.7767516757242063,3.780753359545455,3.80767372298063,3.7314178028406593,3.843870729840924,3.814791595391604,3.822114377796762,3.8321425363905837,3.896300628589664
t201,3.6181923086831502,3.692765162798915,3.736036219203691,3.8299214641054755,3.6611924057751226,3.765114258629062,3.7883009461467045,3.8507957323052002,3.762388336221126,3.8457333946265564,3.877300828408026,3.9265961747180453,3.9466408006666662,4.043190790670193,3.69224031,3.7824727818888895,3.7852206080454542,3.81054018405217,3.734067670296704,3.849033304049891,3.819864347166667,3.826101466208727,3.835310543117996,3.901311220683958
t202,3.6189519228302807,3.6989804103913526,3.7401292657770058,3.8317485714201176,3.6625014880567557,3.771460621897372,3.7918733494636654,3.852594119857364,3.7644457792682067,3.8517069119718625,3.8799840079594174,3.927645348919877,3.9429545374999995,4.051630025343915,3.7019122047738096,3.7811768728829365,3.7806730009090908,3.8150599510746757,3.7400018752005493,3.8504963427190453,3.816116153859022,3.8292366233773394,3.8406514899125197,3.9038338960177095
t203,3.62143376448446,3.7010580238849955,3.7417531297594238,3.836040430833902,3.663297226575959,3.7719055147367735,3.794164596896187,3.8567777968143693,3.764331011349308,3.8529382096287543,3.882518245756068,3.9315273935378663,3.9490236711666666,4.052197688271605,3.701597809619048,3.771388713871031,3.788910286954546,3.8152317199771892,3.741298752224359,3.8448932535930735,3.822766056714913,3.831015048119159,3.8407712067505075,3.8985850429209292
t204,3.623613810983572,3.704546124154618,3.7436576226073894,3.8378163951433577,3.6668438197531588,3.7763059150025766,3.796356457076488,3.8576109316165854,3.7677639959173588,3.8572525876184636,3.8845735699318,3.9332579497040285,3.9522955275,4.060176809417991,3.7076243267976197,3.7693281525357145,3.7878417309545456,3.822350855908897,3.7457254766538464,3.8441893769471607,3.822351652902255,3.8361447398952557,3.8444498616841978,3.897949776434623
t205,3.626621792142136,3.7077314825885637,3.748296318730681,3.8402995568060363,3.6689183145322,3.7781133677657435,3.7999026329919046,3.86076208148953,3.771098287550033,3.859641253172897,3.88877844381224,3.9362598756681306,3.9531074498333334,4.06103574968254,3.7060216228809524,3.774823148365079,3.791913485272727,3.821812061476135,3.743269270347986,3.8492751636055518,3.82545477272807,3.835788941664558,3.8421838209281254,3.9033156056695417
t206,3.6289045828843376,3.711667432552099,3.749999245304534,3.844019966118797,3.67098447966474,3.7821578164898826,3.8017137522549844,3.863693312784298,3.772968714230317,3.8633364950463536,3.892362430900578,3.938742749035815,3.957914470000001,4.0644240537037035,3.7085444719761904,3.772566171507936,3.7946163320454547,3.8250579041600625,3.744232592315934,3.8491381421995166,3.8300134631666665,3.840690865780863,3.846859233131552,3.902677177113245
t207,3.6291406487264957,3.7129431482659827,3.754085741769854,3.847049380021261,3.6720676427347003,3.78234975207934,3.8042810550547514,3.8664744458685734,3.7748660332070756,3.8649506478871296,3.894712392333733,3.9411238824441113,3.9559940643333333,4.067155449329807,3.706270867952381,3.783725332420635,3.7976844925,3.826498606969614,3.7499969760485343,3.8575723793567613,3.831882945038847,3.842514888160408,3.850373453529283,3.910884241774304
